--------------------------------------------------
492 cases of STEM IN BOTH
Case 1015: SloRyamAna: in pysan
Case 1016: SvaNkyamAna: in pysan
Case 1017: SvaNgyamAna: in pysan
Case 1018: SvacyamAna: in pysan
Case 1019: SvajyamAna: in pysan
Case 1020: SvaBryamARa: in pysan
Case 1021: SvalkyamAna: in pysan
Case 1022: SvalyamAna: in pysan
Case 1023: SvAWyamAna: in pysan
Case 1024: SvAtryamARa: in pysan
Case 1025: SvindyamAna: in pysan
Case 1026: zawwyamAna: in pysan
Case 1027: zazkyamARa: in pysan
Case 1028: zukkyamARa: in pysan
Case 1029: zWivyamAna: in pysan
Case 1030: zvakkyamARa: in pysan
Case 1031: zvazkyamARa: in pysan
Case 1032: sakzyamARa: in pysan
Case 1033: sagyamAna: in pysan
Case 1034: saGyamAna: in pysan
Case 1035: sajjyamAna: in pysan
Case 1036: sawwyamAna: in pysan
Case 1037: sawyamAna: in pysan
Case 1038: satryamARa: in pysan
Case 1039: saBAjyamAna: in pysan
Case 1040: samyamAna: in pysan
Case 1041: sayyamAna: in pysan
Case 1042: sarjyamAna: in pysan
Case 1043: sarbyamARa: in pysan
Case 1044: salyamAna: in pysan
Case 1045: sasyamAna: in pysan
Case 1046: sAkzyamARa: in pysan
Case 1047: sAwyamAna: in pysan
Case 1048: sAWyamAna: in pysan
Case 1049: sADyamAna: in pysan
Case 1050: sAntvyamAna: in pysan
Case 1051: sAmayyamAna: in pysan
Case 1052: sAmyamAna: in pysan
Case 1053: sAyamAna: in pysan
Case 1054: sAryamARa: in pysan
Case 1055: sAhyamAna: in pysan
Case 1056: siwyamAna: in pysan
Case 1057: sivyamAna: in pysan
Case 1058: sIryamARa: in pysan
Case 1059: suKyamAna: in pysan
Case 1060: suwwyamAna: in pysan
Case 1061: suByamAna: in pysan
Case 1062: suhyamAna: in pysan
Case 1063: sUtryamARa: in pysan
Case 1064: sUrkzyamARa: in pysan
Case 1065: sUzyamARa: in pysan
Case 1066: sfByamARa: in pysan
Case 1067: sekyamAna: in pysan
Case 1068: sEyamAna: in pysan
Case 1069: soryamARa: in pysan
Case 1070: skadyamAna: in pysan
Case 1071: skanDyamAna: in pysan
Case 1072: skundyamAna: in pysan
Case 1073: skUyamAna: in pysan
Case 1074: sKadyamAna: in pysan
Case 1075: stakyamAna: in pysan
Case 1076: staryamARa: in pysan
Case 1077: stAyamAna: in pysan
Case 1078: stiGyamAna: in pysan
Case 1079: stipyamAna: in pysan
Case 1080: stimyamAna: in pysan
Case 1081: stucyamAna: in pysan
Case 1082: stumByamAna: in pysan
Case 1083: stUpyamAna: in pysan
Case 1084: stfkzyamARa: in pysan
Case 1085: stfhyamARa: in pysan
Case 1086: stenyamAna: in pysan
Case 1087: stepyamAna: in pysan
Case 1088: styAyamAna: in pysan
Case 1089: sTagyamAna: in pysan
Case 1090: sTalyamAna: in pysan
Case 1091: sTiryamARa: in pysan
Case 1092: sTuqyamAna: in pysan
Case 1093: sTUlyamAna: in pysan
Case 1094: snAyamAna: in pysan
Case 1095: snucyamAna: in pysan
Case 1096: snusyamAna: in pysan
Case 1097: snewyamAna: in pysan
Case 1098: sparyamARa: in pysan
Case 1099: sparzyamARa: in pysan
Case 1100: spaSyamAna: in pysan
Case 1101: spASyamAna: in pysan
Case 1102: spUryamARa: in pysan
Case 1103: spfhyamARa: in pysan
Case 1104: sPawyamAna: in pysan
Case 1105: sPaRqyamAna: in pysan
Case 1106: sParyamARa: in pysan
Case 1107: sPAwyamAna: in pysan
Case 1108: sPAyyamAna: in pysan
Case 1109: sPiwwyamAna: in pysan
Case 1110: sPuwwyamAna: in pysan
Case 1111: sPuqyamAna: in pysan
Case 1112: sPuRwyamAna: in pysan
Case 1113: sPuRqyamAna: in pysan
Case 1114: sPulyamAna: in pysan
Case 1115: sPUrCyamAna: in pysan
Case 1116: sPUrjyamAna: in pysan
Case 1117: sPewyamAna: in pysan
Case 1118: smewyamAna: in pysan
Case 1119: syadyamAna: in pysan
Case 1120: syamyamAna: in pysan
Case 1121: sraMhyamARa: in pysan
Case 1122: srasyamAna: in pysan
Case 1123: sriDyamAna: in pysan
Case 1124: sriByamARa: in pysan
Case 1125: srivyamARa: in pysan
Case 1126: srUyamARa: in pysan
Case 1127: srekyamARa: in pysan
Case 1128: svaNgyamAna: in pysan
Case 1129: svardyamAna: in pysan
Case 1130: hawyamAna: in pysan
Case 1131: hammyamAna: in pysan
Case 1132: hayyamAna: in pysan
Case 1133: halyamAna: in pysan
Case 1134: hiRqyamAna: in pysan
Case 1135: hilyamAna: in pysan
Case 1136: huqyamAna: in pysan
Case 1137: hurCyamAna: in pysan
Case 1138: hulyamAna: in pysan
Case 1139: hUqyamAna: in pysan
Case 1140: heWyamAna: in pysan
Case 1141: heqyamAna: in pysan
Case 1142: heQyamAna: in pysan
Case 1143: hezyamARa: in pysan
Case 1144: hoqyamAna: in pysan
Case 1145: hmalyamAna: in pysan
Case 1146: hragyamARa: in pysan
Case 1147: hrICyamAna: in pysan
Case 1148: hrIyamARa: in pysan
Case 1149: hruqyamAna: in pysan
Case 1150: hrUyamARa: in pysan
Case 1151: hrepyamARa: in pysan
Case 1152: hrezyamARa: in pysan
Case 1153: hrOqyamAna: in pysan
Case 1154: hlagyamAna: in pysan
Case 1155: hlasyamAna: in pysan
Case 1156: hlApyamAna: in pysan
--------------------------------------------------
49 cases of STEM IN HUET ONLY
--------------------------------------------------
Case 01: inyamAna: in huet
Case 02: IrzyamARa: in huet
Case 03: utkaRWyamAna: in huet
Case 04: uruzyamARa: in huet
Case 05: krucyamAna: in huet
Case 06: klIbayamAna: in huet
Case 07: kzanyamAna: in huet
Case 08: kzuyamARa: in huet
Case 09: KIyamAna: in huet
Case 10: gavezyamARa: in huet
Case 11: glIyamAna: in huet
Case 12: GrIyamARa: in huet
Case 13: cacyamAna: in huet
Case 14: curyamARa: in huet
Case 15: cyUyamAna: in huet
Case 16: CandyamAna: in huet
Case 17: jUyamAna: in huet
Case 18: jvaryamARa: in huet
Case 19: tacyamAna: in huet
Case 20: trIyamARa: in huet
Case 21: drIyamARa: in huet
Case 22: DvasyamAna: in huet
Case 23: pijyamAna: in huet
Case 24: pUlayamAna: in huet
Case 25: pfcCyamAna: in huet
Case 26: pluyamAna: in huet
Case 27: bahyamAna: in huet
Case 28: brUyamARa: in huet
Case 29: BfjjyamAna: in huet
Case 30: mUrCyamAna: in huet
Case 31: mlIyamAna: in huet
Case 32: mlecCyamAna: in huet
Case 33: lucyamAna: in huet
Case 34: luRWyamAna: in huet
Case 35: lulyamAna: in huet
Case 36: leleyamAna: in huet
Case 37: vacyamAna: in huet
Case 38: vrajyamAna: in huet
Case 39: SAyamAna: in huet
Case 40: zWIvyamAna: in huet
Case 41: skandyamAna: in huet
Case 42: stIyamAna: in huet
Case 43: stIryamARa: in huet
Case 44: snIyamAna: in huet
Case 45: sparhyamARa: in huet
Case 46: sPIyamAna: in huet
Case 47: syandyamAna: in huet
Case 48: sraMsyamAna: in huet
Case 49: sruyamARa: in huet
